# GBA text BG tilemap.
# Cell format: T<hex tile>:P<decimal palette>[:H|V|HV]
# Example: T01F:P2:H = tile 0x01F, palette 2, horizontal flip
width 32
height 32

map 0 # BG3, screen block 6
T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1 T001:P1
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0
T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0 T00C:P0

map 1 # BG2, screen block 7
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T030:P2 T031:P2 T032:P2 T033:P2 T000:P0 T027:P2 T028:P2 T029:P2 T02A:P2 T02B:P2 T02C:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T027:P2 T028:P2 T029:P2 T02A:P2 T02B:P2 T02C:P2 T000:P0 T040:P2 T041:P2 T042:P2 T043:P2 T036:P2 T037:P2 T038:P2 T039:P2 T03A:P2 T03B:P2 T03C:P2 T000:P0 T000:P0 T030:P2 T031:P2 T032:P2 T033:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T036:P2 T037:P2 T038:P2 T039:P2 T03A:P2 T03B:P2 T03C:P2 T000:P0 T050:P2 T051:P2 T052:P2 T053:P2 T046:P2 T047:P2 T048:P2 T049:P2 T04A:P2 T04B:P2 T04C:P2 T000:P0 T000:P0 T040:P2 T041:P2 T042:P2 T043:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T046:P2 T047:P2 T048:P2 T049:P2 T04A:P2 T04B:P2 T04C:P2 T02D:P2 T02E:P2 T04D:P2 T04E:P2 T000:P0 T056:P2 T057:P2 T058:P2 T059:P2 T05A:P2 T05B:P2 T05C:P2 T000:P0 T000:P0 T050:P2 T051:P2 T052:P2 T053:P2 T030:P2 T031:P2 T032:P2 T033:P2 T000:P0 T000:P0
T000:P0 T056:P2 T057:P2 T058:P2 T059:P2 T05A:P2 T05B:P2 T05C:P2 T03D:P2 T03E:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T05D:P2 T05E:P2 T000:P0 T000:P0 T02D:P2 T02E:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T040:P2 T041:P2 T042:P2 T043:P2 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T04D:P2 T04E:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T05D:P2 T05E:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T03D:P2 T03E:P2 T000:P0 T000:P0 T04D:P2 T04E:P2 T000:P0 T050:P2 T051:P2 T052:P2 T053:P2 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T026:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T026:P2 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0 T000:P0
