# Pokémon Emerald JP intro tilemap: bg3.tilemap.txt
# u16 GBA BG tilemap entries preserved verbatim
0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x5005 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x5009 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x5007 0x0000 0x0000
